is_rumor,thread,in_reply_tweet,event,tweet_id,is_source_tweet,in_reply_user,user_id,tweet_length,symbol_count,user_mentions,urls_count,media_count,hashtags_count,retweet_count,favorite_count,mentions_count,is_truncated,created,has_smile_emoji,sensitive,has_place,has_coords,has_quest,has_exclaim,has_quest_or_exclaim,user.tweets_count,user.verified,user.followers_count,user.listed_count,user.desc_length,user.handle_length,user.name_length,user.notifications,user.friends_count,user.time_zone,user.has_bg_img,user.default_pic,user.created_at,user.location,user.profile_sbcolor,user.profile_bgcolor,hasperiod,number_punct,negativewordcount,positivewordcount,capitalratio,contentlength,sentimentscore,Noun,Verb,Adjective,Pronoun,FirstPersonPronoun,SecondPersonPronoun,ThirdPersonPronoun,Adverb,has_url_in_text
1,521310417696858112,5.213192705346355e+17,ebola-essien,521319584117567488,0,964926744.0,964926744,132,0,0,0,0,1,235,15,0,0,1413127249000.0,0,0,0,0,0,0,0,34,0,1449,1,150,11,10,0,486,London,1,1,1353617124000.0,1,12639981,12639981,2,6,0,0,0.022727272727272728,26,0.36000000000000004,7,5,3,2,0,0,2,0,0
1,521310417696858112,5.213192705346355e+17,ebola-essien,521327042349260801,0,964926744.0,20221544,72,0,2,0,0,0,0,0,2,0,1413129027000.0,0,0,0,0,0,0,0,35559,0,526,5,93,3,7,0,865,London,1,0,1233905142000.0,1,16777215,12639981,0,0,0,0,0.18055555555555555,11,0.8,7,2,0,0,0,0,0,0,0
1,521310417696858112,5.213104176968581e+17,ebola-essien,521328010633691136,0,964926744.0,244505253,138,0,1,0,0,0,0,0,1,0,1413129258000.0,0,0,0,0,1,0,1,80648,0,1274,7,11,10,15,0,1200,Amsterdam,1,1,1296307251000.0,0,12639981,12639981,1,9,0,0,0.07352941176470588,19,0.2,9,6,1,0,0,0,1,0,0
1,521310417696858112,5.213104176968581e+17,ebola-essien,521328034352484352,0,964926744.0,172302796,136,0,1,0,0,0,1,0,1,0,1413129263000.0,0,0,0,0,0,0,0,95376,0,1662,11,26,4,9,0,846,West Central Africa,0,0,1280402244000.0,0,16777215,526340,1,4,0,0,0.08208955223880597,20,0.2,12,4,1,0,0,0,1,0,0
1,521310417696858112,5.213104176968581e+17,ebola-essien,521328575786778625,0,964926744.0,413321665,132,0,1,0,0,0,2,0,1,0,1413129392000.0,0,0,0,0,0,0,0,85790,0,6321,27,22,17,5,0,1654,Amsterdam,1,1,1321383647000.0,0,12639981,12639981,1,5,0,0,0.09923664122137404,19,-0.033333333333333326,12,4,1,0,0,0,1,0,0
1,521310417696858112,5.213104176968581e+17,ebola-essien,521329239451504640,0,964926744.0,237932622,140,0,1,0,0,0,0,0,1,0,1413129551000.0,0,0,0,0,0,0,0,153464,0,3754,16,77,15,5,0,1204,,1,0,1294963214000.0,1,14412269,14412269,0,3,0,0,0.07971014492753623,19,-0.3,12,5,1,0,0,0,0,0,0
1,521310417696858112,5.213104176968581e+17,ebola-essien,521330166682116096,0,964926744.0,25609949,59,0,1,0,0,0,0,0,1,0,1413129772000.0,0,0,0,0,0,1,1,28564,0,1787,17,140,15,14,0,763,Eastern Time (US & Canada),1,0,1237596175000.0,1,14671839,15461355,0,1,0,0,0.03389830508474576,10,0.0,3,2,1,0,0,0,0,0,0
1,521310417696858112,5.213104176968581e+17,ebola-essien,521330332348723201,0,964926744.0,178351622,133,0,1,0,0,0,0,0,1,0,1413129811000.0,0,0,0,0,1,0,1,86485,0,845,1,0,4,8,0,619,West Central Africa,1,1,1281797435000.0,1,12639981,12639981,1,5,0,0,0.08396946564885496,19,0.2,12,4,1,0,0,0,1,0,0
1,521310417696858112,5.213104176968581e+17,ebola-essien,521331645040033794,0,964926744.0,563569510,138,0,1,0,0,0,3,0,1,0,1413130124000.0,0,0,0,0,0,0,0,69739,0,3103,12,83,2,6,0,859,Pacific Time (US & Canada),1,1,1335430690000.0,1,12639981,12639981,2,5,0,0,0.08088235294117647,19,0.2,12,4,1,0,0,0,1,0,0
1,521310417696858112,5.213104176968581e+17,ebola-essien,521331769870942208,0,964926744.0,23313715,142,0,2,0,0,0,2,0,2,0,1413130154000.0,0,0,0,0,0,0,0,79460,0,4808,83,150,17,13,0,1676,Eastern Time (US & Canada),1,0,1236523431000.0,1,16777215,594692,1,6,0,0,0.07857142857142857,19,0.2,13,4,1,0,0,0,1,0,0
1,521310417696858112,5.213195841175675e+17,ebola-essien,521332014365294592,0,964926744.0,23313715,138,0,1,0,0,1,1,1,1,0,1413130212000.0,0,0,0,0,0,0,0,79460,0,4808,83,150,17,13,0,1676,Eastern Time (US & Canada),1,0,1236523431000.0,1,16777215,594692,4,9,0,0,0.051470588235294115,24,0.23888888888888893,8,5,3,2,0,0,2,0,0
1,521310417696858112,5.2132801063369114e+17,ebola-essien,521332279248162816,0,244505253.0,262825746,139,0,2,0,0,0,0,0,2,0,1413130275000.0,0,0,0,0,1,0,1,43789,0,1654,5,62,20,8,0,1092,,1,0,1299617928000.0,1,16775341,16773197,0,9,0,0,0.08759124087591241,17,0.0,11,2,1,0,0,0,1,0,0
1,521310417696858112,5.213195841175675e+17,ebola-essien,521338002308878337,0,964926744.0,100081485,28,0,1,0,0,0,0,3,1,0,1413131640000.0,0,0,0,0,0,0,0,84760,0,9550,72,135,11,9,0,832,London,1,0,1262044558000.0,1,15658734,1250582,1,1,0,0,0.14285714285714285,5,0.0,2,1,0,1,0,1,0,0,0
1,521310417696858112,5.213192705346355e+17,ebola-essien,521366061477023744,0,964926744.0,236842564,26,0,1,0,0,0,0,0,1,0,1413138330000.0,0,0,0,0,0,0,0,131741,0,2611,22,47,12,15,0,1915,Casablanca,1,0,1294754618000.0,1,6214876,39353,0,0,0,0,0.11538461538461539,4,0.0,2,0,0,1,0,1,0,0,0
1,521310417696858112,5.213195841175675e+17,ebola-essien,521366385008840705,0,964926744.0,18351127,38,0,1,0,0,0,0,0,1,0,1413138407000.0,0,0,0,0,0,0,0,39104,0,3376,124,138,16,11,0,995,Eastern Time (US & Canada),1,0,1230093955000.0,1,11061239,140080,2,2,0,0,0.10526315789473684,6,-0.4,2,1,0,1,0,1,0,0,0
1,521310417696858112,5.213195841175675e+17,ebola-essien,521368766777917440,0,964926744.0,1591643474,32,0,1,0,0,0,0,1,1,0,1413138975000.0,0,0,0,0,0,0,0,101605,0,1224,21,52,10,13,0,783,Arizona,1,0,1373742303000.0,1,0,9131051,0,0,0,1,0.0625,6,0.0,2,2,1,0,0,1,0,0,0
1,521310417696858112,5.213195841175675e+17,ebola-essien,521372597855191040,0,964926744.0,81805400,65,0,1,0,0,0,0,0,1,0,1413139888000.0,0,0,0,0,1,1,1,17977,0,1137,11,56,6,9,0,954,Pacific Time (US & Canada),1,1,1255340644000.0,0,12639981,12639981,1,3,0,0,0.046153846153846156,11,-0.5,3,1,2,1,0,1,0,0,0
1,521346721226711040,,ebola-essien,521346721226711040,1,,579635019,90,0,0,0,1,0,575,85,0,0,1413133719000.0,0,0,0,0,0,0,0,10431,0,7416,37,86,12,13,0,15,London,1,0,1336970792000.0,1,0,12639981,2,6,0,0,0.12222222222222222,10,0.0,6,3,0,0,0,0,0,0,1
1,521346721226711040,5.2134672122671104e+17,ebola-essien,521349366037356544,0,579635019.0,463260500,57,0,1,0,0,0,1,5,1,0,1413134349000.0,0,0,0,0,1,0,1,49727,0,16659,315,43,13,12,0,1889,Athens,1,1,1326493610000.0,1,12639981,12639981,0,2,0,0,0.05263157894736842,10,0.0,1,3,1,3,0,1,2,0,0
1,521346721226711040,5.2134672122671104e+17,ebola-essien,521349434719076352,0,579635019.0,430026970,139,0,1,0,1,0,1,1,1,0,1413134366000.0,0,0,0,0,0,1,1,40227,0,1158,6,55,10,8,0,338,Athens,1,0,1323193304000.0,1,1579550,1710879,2,12,0,1,0.10218978102189781,18,0.0,9,5,1,3,0,2,1,0,1
1,521346721226711040,5.2134672122671104e+17,ebola-essien,521350130851921921,0,579635019.0,379856833,48,0,2,0,0,0,0,0,2,0,1413134532000.0,0,0,1,0,0,0,0,179950,0,2572,6,101,8,13,0,2448,Santiago,1,0,1316972358000.0,1,0,12639981,0,0,0,0,0.4166666666666667,6,0.0,6,0,0,0,0,0,0,0,0
1,521346721226711040,5.2134672122671104e+17,ebola-essien,521350466647891968,0,579635019.0,458672503,110,0,1,0,1,0,0,1,1,0,1413134612000.0,0,0,0,0,0,0,0,25619,0,9809,12,0,0,8,0,499,London,1,0,1326055059000.0,0,12639981,11329238,2,7,0,0,0.102803738317757,11,0.0,8,2,0,0,0,0,0,0,1
1,521346721226711040,5.2134672122671104e+17,ebola-essien,521351041154289665,0,579635019.0,45378312,110,0,1,0,1,0,0,0,1,0,1413134749000.0,0,0,0,0,0,0,0,39402,0,824,40,108,17,12,0,777,Santiago,1,0,1244395351000.0,1,16777215,16777215,2,8,0,0,0.08411214953271028,11,0.0,8,2,0,0,0,0,0,0,1
1,521346721226711040,5.2134672122671104e+17,ebola-essien,521351752734769152,0,579635019.0,459983485,125,0,1,0,1,0,4,0,1,0,1413134918000.0,0,0,0,0,0,0,0,19513,0,8739,125,52,13,8,0,915,London,1,0,1326182516000.0,1,0,1250582,7,16,0,0,0.08130081300813008,12,0.0,8,3,0,0,0,0,0,0,1
1,521346721226711040,5.2134672122671104e+17,ebola-essien,521352186949672960,0,579635019.0,378857951,18,0,1,0,0,0,0,0,1,0,1413135022000.0,0,0,0,0,0,0,0,10283,0,1220,1,28,9,11,0,883,Casablanca,1,0,1316819243000.0,1,0,1250582,0,0,0,0,0.16666666666666666,2,0.0,2,0,0,0,0,0,0,0,0
1,521346721226711040,5.2134672122671104e+17,ebola-essien,521352500604309506,0,579635019.0,257640063,115,0,1,0,1,0,0,0,1,0,1413135097000.0,0,0,0,0,0,1,1,64066,0,848,1,22,10,11,0,735,Amsterdam,1,0,1298669553000.0,1,12639981,12639981,2,10,0,0,0.1592920353982301,11,0.0,8,2,0,0,0,0,0,0,1
1,521346721226711040,5.2134672122671104e+17,ebola-essien,521352678283444224,0,579635019.0,33630394,109,0,1,0,1,0,0,0,1,0,1413135139000.0,0,0,0,0,0,0,0,46971,0,1574,1,107,3,15,0,1119,Nairobi,1,0,1240255764000.0,0,13034222,13034222,2,7,0,0,0.11320754716981132,11,0.0,8,2,0,0,0,0,0,0,1
1,521346721226711040,5.2134672122671104e+17,ebola-essien,521352738891132929,0,579635019.0,50707665,114,0,1,0,1,0,0,0,1,0,1413135153000.0,0,0,0,0,1,0,1,24954,0,821,4,7,8,13,0,617,Nairobi,1,0,1245950774000.0,1,6664410,6565259,2,11,0,0,0.09649122807017543,12,0.0,7,3,0,0,0,0,0,0,1
1,521346721226711040,5.2134672122671104e+17,ebola-essien,521353020484096001,0,579635019.0,471014242,120,0,2,0,1,0,0,0,2,0,1413135221000.0,0,0,0,0,0,0,0,3862,0,867,0,18,9,9,0,714,Amsterdam,1,0,1327233490000.0,0,16777215,12639981,2,9,0,0,0.11016949152542373,12,0.0,9,2,0,0,0,0,0,0,1
1,521346721226711040,5.21353020484096e+17,ebola-essien,521353434881327104,0,471014242.0,466457803,36,0,2,0,0,0,0,1,2,0,1413135319000.0,0,0,0,0,0,0,0,11205,0,1001,1,21,10,10,0,863,Amsterdam,1,1,1326803767000.0,1,12639981,12639981,0,1,0,0,0.18181818181818182,4,0.0,3,1,0,0,0,0,0,0,0
1,521346721226711040,5.2134672122671104e+17,ebola-essien,521355922724388865,0,579635019.0,275127235,100,0,1,0,0,0,0,0,1,0,1413135912000.0,0,0,0,0,1,0,1,18938,0,2324,14,159,14,12,0,374,Pacific Time (US & Canada),1,0,1301593343000.0,1,16777215,4219229,0,1,0,0,0.05,14,0.2,5,2,2,0,0,0,0,0,0
1,521346721226711040,5.2134672122671104e+17,ebola-essien,521356252740608001,0,579635019.0,70671249,131,0,1,0,1,0,0,0,1,0,1413135991000.0,0,0,0,0,0,0,0,153559,0,3851,13,75,17,10,0,901,Greenland,1,0,1251809453000.0,1,15658734,1250582,2,7,0,0,0.1,15,0.0,10,3,0,0,0,0,0,0,1
1,521346721226711040,5.2134672122671104e+17,ebola-essien,521356894343294976,0,579635019.0,194622639,111,0,1,0,1,0,0,0,1,0,1413136144000.0,0,0,0,0,0,0,0,170185,0,3292,20,52,8,8,0,464,Amsterdam,1,0,1285343857000.0,1,0,1710879,2,9,0,0,0.10091743119266056,12,0.5,8,2,1,0,0,0,0,0,1
1,521346721226711040,5.2134672122671104e+17,ebola-essien,521364652522225665,0,579635019.0,386238101,96,0,1,0,0,0,0,0,1,0,1413137994000.0,0,0,0,0,0,0,0,15907,0,441,3,10,5,8,0,293,Eastern Time (US & Canada),1,0,1317939626000.0,0,16777215,12639981,2,3,0,0,0.052083333333333336,16,-0.125,2,5,1,2,0,1,0,0,0
1,521346721226711040,5.2136465252222566e+17,ebola-essien,521366121484918785,0,386238101.0,2370781272,125,0,2,0,0,0,0,0,2,0,1413138344000.0,0,0,0,0,1,0,1,2515,0,297,10,113,12,11,0,157,London,0,0,1393871206000.0,1,16777215,12964564,7,14,0,1,0.12,17,0.3,3,4,3,2,0,0,2,0,0
1,521346721226711040,5.2136593115581235e+17,ebola-essien,521366172529201153,0,63435894.0,1381490449,66,0,2,0,0,0,0,0,2,0,1413138356000.0,0,0,0,0,0,0,0,24395,0,849,4,34,11,6,0,262,Eastern Time (US & Canada),1,1,1366967957000.0,1,12639981,12639981,3,3,0,0,0.06060606060606061,10,-0.4000000000000001,4,1,2,0,0,0,1,0,0
1,521346721226711040,5.2136593115581235e+17,ebola-essien,521366394135670785,0,63435894.0,87786129,22,0,1,0,0,0,0,0,1,0,1413138409000.0,0,0,0,0,0,0,0,107511,0,2290,19,30,4,8,0,575,London,1,0,1257456065000.0,0,0,1880203,0,0,1,0,0.0,3,-0.5,2,1,0,0,0,0,0,0,0
1,521346721226711040,5.2134943471907635e+17,ebola-essien,521367394108071936,0,430026970.0,2747372070,66,0,2,1,0,0,0,0,2,0,1413138647000.0,0,0,0,0,0,0,0,3299,0,392,1,42,6,7,0,121,,1,1,1408494756000.0,1,12639981,12639981,1,6,1,0,0.13636363636363635,8,-0.5,3,1,1,1,0,0,2,0,1
1,521346721226711040,5.213501308519219e+17,ebola-essien,521367512551002112,0,379856833.0,148334455,53,0,2,0,0,0,0,0,2,0,1413138676000.0,0,0,0,0,1,0,1,92959,0,1793,19,0,14,13,0,998,Santiago,1,0,1274878222000.0,1,16777215,16773197,0,5,0,0,0.39622641509433965,8,0.0,8,0,0,0,0,0,0,0,0
1,521346721226711040,5.2136739410807194e+17,ebola-essien,521367905062379521,0,2747372070.0,430026970,125,0,3,1,0,0,0,0,3,0,1413138769000.0,0,0,0,0,0,0,0,40227,0,1158,6,55,10,8,0,338,Athens,1,0,1323193304000.0,1,1579550,1710879,3,9,1,0,0.0975609756097561,18,-0.6,6,2,2,2,0,1,4,0,1
1,521346721226711040,5.213679050623795e+17,ebola-essien,521368022880378882,0,430026970.0,2747372070,59,0,2,0,0,0,0,0,2,0,1413138797000.0,0,0,0,0,0,0,0,3299,0,392,1,42,6,7,0,121,,1,1,1408494756000.0,1,12639981,12639981,2,2,0,0,0.1016949152542373,8,0.0,4,1,1,0,1,0,0,0,0
1,521346721226711040,5.213680228803789e+17,ebola-essien,521368940669583360,0,2747372070.0,430026970,67,0,2,0,0,0,0,0,2,0,1413139016000.0,0,0,0,0,0,0,0,40227,0,1158,6,55,10,8,0,338,Athens,1,0,1323193304000.0,1,1579550,1710879,2,3,0,0,0.1044776119402985,9,-0.4,5,1,1,0,0,0,0,0,0
1,521346721226711040,5.213675125510021e+17,ebola-essien,521371539082858496,0,148334455.0,379856833,46,0,2,0,0,0,0,0,2,0,1413139636000.0,0,0,1,0,0,0,0,179950,0,2573,6,101,8,13,0,2448,Santiago,1,0,1316972358000.0,1,0,12639981,0,0,0,0,0.1111111111111111,6,0.0,4,1,1,0,0,0,0,0,0
1,521346721226711040,5.213715390828585e+17,ebola-essien,521371742942797825,0,379856833.0,148334455,55,0,2,0,0,0,0,0,2,0,1413139684000.0,0,0,0,0,1,0,1,92959,0,1793,19,0,14,13,0,998,Santiago,1,0,1274878222000.0,1,16777215,16773197,0,4,0,0,0.43636363636363634,8,0.0,8,0,0,0,0,0,0,0,0
1,521350916872876033,,ebola-essien,521350916872876033,1,,2449736654,138,0,0,0,1,1,248,91,0,0,1413134719000.0,0,0,0,0,0,0,0,2181,0,469,2,154,13,15,0,1221,Pacific Time (US & Canada),1,0,1397740966000.0,0,0,12639981,2,12,0,0,0.14492753623188406,16,0.0,13,2,0,0,0,0,0,0,1
1,521350916872876033,5.21350916872876e+17,ebola-essien,521351878500560896,0,2449736654.0,1615936952,121,0,1,0,1,0,1,2,1,0,1413134948000.0,0,0,0,0,0,0,0,4850,0,372,0,32,2,9,0,329,,1,1,1374607328000.0,1,12639981,12639981,1,8,0,0,0.18803418803418803,13,0.0,9,3,0,0,0,0,0,0,1
1,521350916872876033,5.21350916872876e+17,ebola-essien,521352147955245056,0,2449736654.0,1363251582,46,0,2,0,0,0,0,0,2,0,1413135012000.0,0,0,0,0,0,0,0,3030,0,124,0,40,10,13,0,97,Atlantic Time (Canada),1,0,1366333120000.0,0,0,12639981,0,1,0,0,0.1956521739130435,5,-0.4,2,1,0,0,0,0,0,0,0
1,521350916872876033,5.21350916872876e+17,ebola-essien,521352363211505664,0,2449736654.0,532675528,35,0,2,0,0,0,0,0,2,0,1413135064000.0,0,0,0,0,0,0,0,1231,0,53,0,14,6,8,0,74,,1,0,1332375506000.0,1,0,585743,0,0,0,0,0.14285714285714285,3,0.0,2,1,0,0,0,0,0,0,0
1,521350916872876033,5.21350916872876e+17,ebola-essien,521355739789795328,0,2449736654.0,1653706189,33,0,2,0,0,0,0,0,2,0,1413135869000.0,0,0,0,0,0,0,0,18642,0,841,8,49,12,7,0,611,Central Time (US & Canada),1,1,1375903091000.0,0,12639981,12639981,0,0,0,0,0.21212121212121213,3,0.0,2,1,0,0,0,0,0,0,0
1,521350916872876033,5.21350916872876e+17,ebola-essien,521355767098515457,0,2449736654.0,983126694,40,0,3,0,0,0,0,1,3,0,1413135875000.0,0,0,0,0,0,0,0,40301,0,509,5,27,7,9,0,352,,1,1,1354388358000.0,1,12639981,12639981,0,3,0,0,0.125,3,0.0,1,1,1,0,0,0,0,0,0
1,521350916872876033,5.21350916872876e+17,ebola-essien,521356211472855040,0,2449736654.0,2280117494,97,0,2,0,0,0,0,5,2,0,1413135981000.0,0,0,0,0,0,0,0,5754,0,352,1,52,15,9,0,709,,1,1,1389074380000.0,1,12639981,12639981,0,0,0,0,0.061855670103092786,16,0.0,2,6,0,1,0,1,0,0,0
1,521350916872876033,5.21350916872876e+17,ebola-essien,521356337343922176,0,2449736654.0,1774509248,77,0,3,0,0,0,0,0,3,0,1413136011000.0,0,0,0,0,0,0,0,4521,0,128,0,17,8,8,0,92,Amsterdam,1,1,1378586613000.0,0,12639981,12639981,0,0,0,0,0.42857142857142855,8,0.0,6,1,1,0,0,0,0,0,0
1,521350916872876033,5.213563373439222e+17,ebola-essien,521356429060759554,0,1774509248.0,1015047810,49,0,3,0,0,0,0,0,3,0,1413136033000.0,0,0,0,0,0,0,0,15399,0,381,0,58,4,8,0,350,Athens,1,0,1355659146000.0,0,15658734,1250582,0,0,0,0,0.13636363636363635,3,0.0,3,0,0,0,0,0,0,0,0
1,521350916872876033,5.2135642906075955e+17,ebola-essien,521356557641322497,0,1015047810.0,1774509248,81,0,3,0,0,0,0,1,3,0,1413136064000.0,0,0,0,0,0,0,0,4521,0,128,0,17,8,8,0,92,Amsterdam,1,1,1378586613000.0,0,12639981,12639981,0,0,0,0,0.06756756756756757,10,0.0,6,1,3,0,0,0,0,0,0
1,521350916872876033,5.21350916872876e+17,ebola-essien,521356882485989377,0,2449736654.0,2337430453,26,0,1,0,0,0,0,0,1,0,1413136141000.0,0,0,0,0,0,0,0,939,0,130,0,37,9,9,0,126,Beijing,1,0,1392076406000.0,0,16777215,10066329,0,0,1,0,0.11538461538461539,3,-0.5,1,2,0,0,0,0,0,0,0
1,521350916872876033,5.21350916872876e+17,ebola-essien,521357339757383680,0,2449736654.0,24042177,41,0,2,0,0,0,0,0,2,0,1413136250000.0,0,0,0,0,0,0,0,2807,0,92,1,39,16,15,0,171,Eastern Time (US & Canada),1,0,1236893254000.0,1,0,140080,0,0,0,0,0.12195121951219512,4,0.0,1,2,0,0,0,0,0,0,0
1,521350916872876033,5.21350916872876e+17,ebola-essien,521357647904534528,0,2449736654.0,323046107,39,0,2,0,0,0,0,0,2,0,1413136324000.0,0,0,0,0,0,0,0,3298,0,207,0,0,19,10,0,176,Pacific Time (US & Canada),1,1,1308891279000.0,1,12639981,12639981,0,0,0,0,0.15384615384615385,3,0.0,2,1,0,0,0,0,0,0,0
1,521350916872876033,5.21350916872876e+17,ebola-essien,521359064132235264,0,2449736654.0,197835971,44,0,1,0,0,0,0,0,1,0,1413136661000.0,0,0,0,0,0,0,0,10344,0,272,4,20,9,8,0,166,London,1,0,1286035398000.0,0,12639981,12639981,0,0,0,0,0.09090909090909091,5,0.0,2,2,0,1,0,1,0,0,0
1,521350916872876033,5.213565576413225e+17,ebola-essien,521360044475318274,0,1774509248.0,105485468,52,0,1,0,0,0,1,0,1,0,1413136895000.0,0,0,1,1,0,0,0,28364,0,864,2,60,13,15,0,438,Greenland,1,1,1263650009000.0,1,12639981,12639981,0,2,0,0,0.061224489795918366,6,0.0,4,2,0,0,0,0,0,0,0
1,521350916872876033,5.213600444753183e+17,ebola-essien,521360371140284416,0,105485468.0,1774509248,93,0,1,0,0,0,0,0,1,0,1413136973000.0,0,0,0,0,0,0,0,4521,0,128,0,17,8,8,0,92,Amsterdam,1,1,1378586613000.0,0,12639981,12639981,0,0,0,0,0.022222222222222223,15,0.0,12,1,1,0,0,0,0,0,0
1,521350916872876033,5.213603711402844e+17,ebola-essien,521360891003305985,0,1774509248.0,105485468,48,0,1,0,0,0,0,0,1,0,1413137097000.0,0,0,1,1,0,0,0,28364,0,864,2,60,13,15,0,438,Greenland,1,1,1263650009000.0,1,12639981,12639981,0,0,0,0,0.020833333333333332,7,0.0,5,1,1,0,0,0,0,0,0
1,521350916872876033,5.213603711402844e+17,ebola-essien,521361263637843969,0,1774509248.0,1774509248,138,0,1,0,0,0,0,0,1,0,1413137186000.0,0,0,0,0,0,0,0,4521,0,128,0,17,8,8,0,92,Amsterdam,1,1,1378586613000.0,0,12639981,12639981,0,0,0,0,0.4420289855072464,16,0.2,11,2,1,0,0,0,0,0,0
1,521350916872876033,5.21361263637844e+17,ebola-essien,521361696141893632,0,1774509248.0,105485468,42,0,1,0,0,0,0,0,1,0,1413137289000.0,0,0,1,1,0,0,0,28364,0,864,2,60,13,15,0,438,Greenland,1,1,1263650009000.0,1,12639981,12639981,0,0,0,0,0.16666666666666666,8,0.0,5,1,1,0,0,0,0,0,0
1,521358118597689344,,ebola-essien,521358118597689344,1,,24044553,120,0,1,1,0,0,196,41,1,0,1413136436000.0,0,0,0,0,0,0,0,83232,0,232347,2165,85,13,9,0,144,Rome,0,0,1236893953000.0,1,16773929,0,2,8,0,0,0.06666666666666667,15,-0.4000000000000001,6,4,1,0,0,0,0,0,1
1,521358118597689344,5.2135811859768934e+17,ebola-essien,521359510473277440,0,24044553.0,2409229860,101,0,3,0,0,0,0,0,3,0,1413136768000.0,0,0,0,0,0,0,0,7766,0,514,9,7,14,10,0,304,Amsterdam,1,0,1395677818000.0,0,16777215,12639981,1,3,0,0,0.039603960396039604,15,0.037500000000000006,8,2,2,0,1,0,0,0,0
