truth,title,is_rumor,thread,in_reply_tweet,event,tweet_id,is_source_tweet,in_reply_user,user_id,tweet_length,symbol_count,user_mentions,urls_count,media_count,hashtags_count,retweet_count,favorite_count,mentions_count,is_truncated,created,has_smile_emoji,sensitive,has_place,has_coords,has_quest,has_exclaim,has_quest_or_exclaim,user.tweets_count,user.verified,user.followers_count,user.listed_count,user.desc_length,user.handle_length,user.name_length,user.notifications,user.friends_count,user.time_zone,user.has_bg_img,user.default_pic,user.created_at,user.location,user.profile_sbcolor,user.profile_bgcolor,hasperiod,number_punct,negativewordcount,positivewordcount,capitalratio,contentlength,sentimentscore,Noun,Verb,Adjective,Pronoun,FirstPersonPronoun,SecondPersonPronoun,ThirdPersonPronoun,Adverb,has_url_in_text
false,Prince will play a show in Toronto on November 4,1,529399936434327552,5.2939993643432755e+17,prince-toronto,529403203683885057,0,23607802.0,23607802,29,0,1,1,0,0,0,1,1,0,1415054534000.0,0,0,0,0,0,0,0,20570,1,17286,596,149,3,5,0,812,Eastern Time (US & Canada),0,0,1236700401000.0,1,0,15002091,1,6,0,0,0.3103448275862069,2,0.0,2,0,0,0,0,0,0,0,1
false,Prince will play a show in Toronto on November 4,1,529399936434327552,5.2939993643432755e+17,prince-toronto,529403716202270720,0,23607802.0,40607984,26,0,2,0,0,0,0,0,2,0,1415054656000.0,0,0,0,0,0,0,0,35215,0,1940,78,135,11,11,0,938,Central Time (US & Canada),0,0,1242534712000.0,1,16777215,1710879,0,2,0,0,0.3076923076923077,3,0.0,3,0,0,0,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529399936434327552,5.2939993643432755e+17,prince-toronto,529404446388678656,0,23607802.0,59129270,14,0,1,0,0,0,0,1,1,0,1415054830000.0,0,0,0,0,0,0,0,13951,0,621,9,55,14,15,0,1181,Eastern Time (US & Canada),1,1,1248270463000.0,0,12639981,12639981,0,0,0,0,0.35714285714285715,2,0.0,2,0,0,0,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529399936434327552,5.2939993643432755e+17,prince-toronto,529405109982470144,0,23607802.0,131099299,90,0,1,0,0,0,0,1,1,0,1415054988000.0,0,0,0,0,0,1,1,4768,0,186,3,24,13,8,0,618,,0,0,1270799256000.0,1,2428415,16711680,0,4,0,0,0.06741573033707865,17,0.11249999999999999,6,2,1,2,2,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529399936434327552,5.2939993643432755e+17,prince-toronto,529411547177553921,0,23607802.0,747339266,28,0,1,0,0,0,0,1,1,0,1415056523000.0,0,0,0,0,0,0,0,1453,0,380,5,99,11,8,0,401,Atlantic Time (Canada),1,0,1344523040000.0,1,15658734,1250582,0,0,0,0,0.17857142857142858,6,-0.4,2,1,1,1,0,0,1,0,0
false,Prince will play a show in Toronto on November 4,1,529399936434327552,5.294115471775539e+17,prince-toronto,529411980244041728,0,747339266.0,965424487,31,0,1,0,0,0,0,1,1,0,1415056626000.0,0,0,0,0,0,0,0,66378,0,1043,30,134,8,9,0,2000,Eastern Time (US & Canada),1,0,1353641602000.0,1,0,140080,0,0,0,0,0.12903225806451613,6,0.8,1,3,0,1,1,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529399936434327552,5.2939993643432755e+17,prince-toronto,529422750403035136,0,23607802.0,291414445,124,0,1,0,0,0,0,7,1,0,1415059194000.0,0,0,0,0,0,0,0,3706,0,827,18,158,14,13,0,373,Eastern Time (US & Canada),0,0,1304294498000.0,1,0,15263976,0,5,0,0,0.056451612903225805,23,-0.4,9,2,2,2,1,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529399936434327552,5.2939993643432755e+17,prince-toronto,529424270439374849,0,23607802.0,49854151,17,0,1,0,0,0,0,2,1,0,1415059556000.0,0,0,0,0,1,0,1,2182,0,489,0,113,13,14,0,1926,Eastern Time (US & Canada),1,0,1245723695000.0,1,16777215,6565259,0,1,0,0,0.29411764705882354,3,0.0,1,1,0,0,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529399936434327552,5.2939993643432755e+17,prince-toronto,529429972721479680,0,23607802.0,49854151,53,0,1,0,0,0,0,0,1,0,1415060916000.0,0,0,0,0,0,1,1,2182,0,489,0,113,13,14,0,1926,Eastern Time (US & Canada),1,0,1245723695000.0,1,16777215,6565259,4,5,0,0,0.18867924528301888,9,0.0,4,1,0,0,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529399936434327552,5.2939993643432755e+17,prince-toronto,529441895458828288,0,23607802.0,62182327,31,0,1,0,0,0,0,0,1,0,1415063759000.0,0,0,0,0,1,0,1,1100,0,110,1,0,7,10,0,239,Quito,1,0,1249182392000.0,1,1579550,0,1,3,0,0,0.1935483870967742,4,-0.3333333333333333,2,0,0,0,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529399936434327552,5.2939993643432755e+17,prince-toronto,529453646745182208,0,23607802.0,105351072,105,0,2,0,0,0,0,0,2,0,1415066560000.0,0,0,0,0,0,1,1,2770,0,111,0,21,9,9,0,223,Quito,1,1,1263610852000.0,0,12639981,12639981,0,3,0,0,0.05825242718446602,18,-0.5,7,3,1,2,1,0,1,0,0
false,Prince will play a show in Toronto on November 4,1,529399936434327552,5.294115471775539e+17,prince-toronto,529489269837291521,0,747339266.0,27094794,22,0,2,0,0,0,0,0,2,0,1415075054000.0,0,0,0,0,1,1,1,8315,0,865,20,150,18,10,0,1160,Central Time (US & Canada),0,0,1238187282000.0,1,16777215,921103,0,2,0,0,0.4090909090909091,3,0.0,3,0,0,0,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529399936434327552,5.294892698372915e+17,prince-toronto,529489432223956992,0,27094794.0,747339266,21,0,2,0,0,0,0,0,2,0,1415075092000.0,0,0,0,0,0,0,0,1453,0,380,5,99,11,8,0,401,Atlantic Time (Canada),1,0,1344523040000.0,1,15658734,1250582,0,3,0,0,0.23809523809523808,2,0.25,2,0,0,0,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529399936434327552,5.29489432223957e+17,prince-toronto,529489537605832704,0,747339266.0,27094794,55,0,2,0,0,0,0,0,2,0,1415075117000.0,0,0,0,0,0,0,0,8315,0,865,20,150,18,10,0,1160,Central Time (US & Canada),0,0,1238187282000.0,1,16777215,921103,4,4,0,0,0.18181818181818182,9,0.13636363636363635,3,2,2,1,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529399936434327552,5.2939993643432755e+17,prince-toronto,529653541791870976,0,23607802.0,1434548971,35,0,1,0,0,1,0,0,1,0,1415114219000.0,0,0,0,0,0,1,1,983,0,917,14,13,8,10,0,379,Eastern Time (US & Canada),1,0,1368758228000.0,1,16777215,16777215,0,3,0,0,0.22857142857142856,5,0.3125,2,1,1,0,1,0,0,0,0
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529446466541326336,,prince-toronto,529446466541326336,1,,842564341,140,0,2,0,0,0,3,4,2,0,1415064848000.0,0,0,0,0,1,1,1,3702,0,3664,40,159,13,12,0,474,,1,0,1348441735000.0,0,6664410,6565259,0,9,0,0,0.12142857142857143,21,0.033333333333333326,10,2,2,0,0,0,0,0,0
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529446466541326336,5.2944646654132634e+17,prince-toronto,529458390020685824,0,842564341.0,1358496307,75,0,3,0,0,0,1,1,3,0,1415067691000.0,0,0,0,0,0,0,0,3213,0,217,3,67,15,13,0,635,,1,0,1366170215000.0,1,16777215,66565,1,1,0,0,0.12,12,0.39999999999999997,3,3,1,1,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529540733020405760,,prince-toronto,529540733020405760,1,,842564341,140,0,1,0,0,0,3,7,1,0,1415087323000.0,0,0,0,0,0,1,1,3702,0,3664,40,159,13,12,0,474,,1,0,1348441735000.0,0,6664410,6565259,4,10,0,0,0.3357142857142857,20,0.0,9,4,0,0,0,0,1,0,0
false,Prince will play a show in Toronto on November 4,1,529540733020405760,5.2954073302040576e+17,prince-toronto,529541029910044672,0,842564341.0,451938702,98,0,2,0,0,0,2,5,2,0,1415087394000.0,0,0,0,0,0,0,0,107201,0,2189,17,81,16,14,0,1982,Alaska,1,0,1325399751000.0,1,16777215,12316398,0,3,0,0,0.14285714285714285,16,0.8,7,1,0,0,0,0,1,0,0
false,Prince will play a show in Toronto on November 4,1,529540733020405760,5.295410299100447e+17,prince-toronto,529542083405955072,0,451938702.0,842564341,62,0,2,0,0,0,0,2,2,0,1415087645000.0,0,0,0,0,0,0,0,3740,0,3711,38,159,13,12,0,474,,1,0,1348441735000.0,0,6664410,6565259,4,8,0,0,0.1935483870967742,8,0.0,4,0,0,0,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529540733020405760,5.295420834059551e+17,prince-toronto,529542544573865985,0,842564341.0,451938702,135,0,2,0,0,0,0,1,2,0,1415087755000.0,0,0,0,0,0,1,1,107201,0,2189,17,81,16,14,0,1982,Alaska,1,0,1325399751000.0,1,16777215,12316398,1,6,0,0,0.12686567164179105,19,0.0,7,4,0,1,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529540733020405760,5.29542544573866e+17,prince-toronto,529546994520694784,0,451938702.0,842564341,53,0,1,0,0,0,0,1,1,0,1415088816000.0,0,0,0,0,0,0,0,3740,0,3711,38,159,13,12,0,474,,1,0,1348441735000.0,0,6664410,6565259,0,3,0,0,0.05660377358490566,9,0.5,0,3,0,3,0,1,2,0,0
false,Prince will play a show in Toronto on November 4,1,529540733020405760,5.295469945206948e+17,prince-toronto,529547352907218944,0,842564341.0,451938702,126,0,1,0,0,0,0,0,1,0,1415088902000.0,0,0,0,0,0,1,1,107201,0,2189,17,81,16,14,0,1982,Alaska,1,0,1325399751000.0,1,16777215,12316398,0,8,0,0,0.06349206349206349,26,0.2916666666666667,4,6,0,6,0,0,2,0,0
false,Prince will play a show in Toronto on November 4,1,529540733020405760,5.295469945206948e+17,prince-toronto,529548830287876096,0,842564341.0,451938702,74,0,1,0,0,0,0,0,1,0,1415089254000.0,0,0,0,0,1,1,1,107201,0,2189,17,81,16,14,0,1982,Alaska,1,0,1325399751000.0,1,16777215,12316398,1,5,0,0,0.04054054054054054,13,0.0,5,1,0,0,1,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529540733020405760,5.295488302878761e+17,prince-toronto,529550101925343233,0,451938702.0,842564341,56,0,1,0,0,0,0,1,1,0,1415089557000.0,0,0,0,0,0,0,0,3740,0,3711,38,159,13,12,0,474,,1,0,1348441735000.0,0,6664410,6565259,0,2,0,0,0.07142857142857142,10,0.0,2,3,0,1,0,0,1,0,0
false,Prince will play a show in Toronto on November 4,1,529540733020405760,5.295501019253432e+17,prince-toronto,529550553773506560,0,842564341.0,451938702,81,0,1,0,0,0,0,0,1,0,1415089665000.0,0,0,0,0,0,1,1,107201,0,2189,17,81,16,14,0,1982,Alaska,1,0,1325399751000.0,1,16777215,12316398,0,5,0,0,0.037037037037037035,13,-0.5,2,4,0,3,0,0,1,0,0
false,Prince will play a show in Toronto on November 4,1,529540733020405760,5.295410299100447e+17,prince-toronto,529574549340553216,0,451938702.0,2264466299,70,0,3,0,0,0,0,0,3,0,1415095386000.0,0,0,0,0,0,1,1,486,0,65,0,38,13,13,0,64,,1,1,1388967574000.0,1,12639981,12639981,0,8,0,0,0.22857142857142856,9,0.0,3,0,0,2,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529540733020405760,5.295410299100447e+17,prince-toronto,529590746018754560,0,451938702.0,307587914,140,0,3,0,0,0,0,0,3,0,1415099247000.0,0,0,0,0,0,1,1,662,0,78,0,0,10,8,0,156,,1,1,1306708750000.0,1,12639981,12639981,2,8,0,0,0.14285714285714285,29,0.5,8,5,0,4,1,0,1,0,0
false,Prince will play a show in Toronto on November 4,1,529540733020405760,5.295745493405532e+17,prince-toronto,529657666843721729,0,2264466299.0,451938702,56,0,3,0,0,0,0,0,3,0,1415115203000.0,0,0,0,0,0,0,0,107201,0,2189,17,81,16,14,0,1982,Alaska,1,0,1325399751000.0,1,16777215,12316398,0,4,0,0,0.19642857142857142,5,-0.75,3,0,0,0,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529540733020405760,5.2959074601875456e+17,prince-toronto,529658081840746496,0,307587914.0,451938702,107,0,3,0,0,0,0,0,3,0,1415115301000.0,0,0,0,0,0,0,0,107201,0,2189,17,81,16,14,0,1982,Alaska,1,0,1325399751000.0,1,16777215,12316398,0,9,0,1,0.11214953271028037,18,0.8,4,1,1,1,0,0,2,0,0
false,Prince will play a show in Toronto on November 4,1,529540733020405760,5.296576668437217e+17,prince-toronto,529660640575897600,0,451938702.0,2264466299,49,0,3,0,0,0,0,0,3,0,1415115911000.0,0,0,0,0,0,0,0,486,0,65,0,38,13,13,0,64,,1,1,1388967574000.0,1,12639981,12639981,0,3,0,0,0.2857142857142857,5,-0.75,2,1,0,0,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529540733020405760,5.296606405758976e+17,prince-toronto,529661580649459712,0,2264466299.0,451938702,43,0,3,0,0,0,0,0,3,0,1415116136000.0,0,0,0,0,0,0,0,107201,0,2189,17,81,16,14,0,1982,Alaska,1,0,1325399751000.0,1,16777215,12316398,0,4,0,0,0.2558139534883721,3,-0.75,2,0,0,0,0,0,0,0,0
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529541962639355904,,prince-toronto,529541962639355904,1,,842564341,140,0,2,1,1,0,11,7,2,0,1415087616000.0,0,0,0,0,0,0,0,3702,0,3664,40,159,13,12,0,474,,1,0,1348441735000.0,0,6664410,6565259,2,16,0,0,0.15,16,0.0,5,4,1,0,0,0,0,0,1
false,Prince will play a show in Toronto on November 4,1,529572620782825473,,prince-toronto,529572620782825473,1,,346733298,111,0,1,0,1,0,2,5,1,0,1415094926000.0,0,0,0,0,0,0,0,10517,0,882,11,60,10,12,0,590,Paris,1,0,1312225846000.0,1,1579550,9055626,4,11,0,0,0.1553398058252427,13,0.0,6,2,0,1,0,0,0,0,1
false,Prince will play a show in Toronto on November 4,1,529572620782825473,5.295726207828255e+17,prince-toronto,529576927460622336,0,346733298.0,347411522,116,0,1,0,0,4,0,1,1,0,1415095953000.0,0,0,0,0,0,1,1,5293,0,350,5,131,4,13,0,451,Brussels,1,0,1312312695000.0,1,0,6565259,1,9,0,0,0.0603448275862069,20,0.0,13,0,0,0,1,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529578734102523904,,prince-toronto,529578734102523904,1,,197739751,122,0,6,0,0,1,3,2,6,0,1415096383000.0,0,0,0,0,0,0,0,22862,0,2243,43,152,10,8,0,481,,1,0,1286012437000.0,1,14286592,10226076,4,9,0,0,0.2786885245901639,13,0.0,7,1,0,0,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529578734102523904,5.295787341025239e+17,prince-toronto,529584831257378816,0,197739751.0,762074136,125,0,7,0,0,0,0,0,7,0,1415097837000.0,0,0,0,0,1,0,1,608,0,68,0,94,4,11,0,248,Eastern Time (US & Canada),1,0,1345141794000.0,1,16777215,12639981,0,9,0,0,0.264,12,0.0,7,1,0,1,0,0,0,0,0
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529590474005544960,,prince-toronto,529590474005544960,1,,842564341,119,0,2,0,0,0,6,4,2,0,1415099182000.0,0,0,0,0,1,1,1,3702,0,3664,40,159,13,12,0,474,,1,0,1348441735000.0,0,6664410,6565259,4,6,0,1,0.226890756302521,17,0.0,11,4,0,0,0,0,0,0,0
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529590474005544960,5.2959047400554496e+17,prince-toronto,529592515725627392,0,842564341.0,377385010,97,0,3,0,0,0,0,0,3,0,1415099669000.0,0,0,0,0,1,0,1,1816,0,270,2,78,10,11,0,524,London,0,0,1316613656000.0,1,13080068,16777215,0,3,0,0,0.05154639175257732,13,0.0,5,1,0,0,0,0,0,0,0
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529590474005544960,5.2959047400554496e+17,prince-toronto,529595161928822784,0,842564341.0,966491364,109,0,3,0,0,0,0,0,3,0,1415100300000.0,0,0,0,0,0,1,1,408,0,99,1,0,10,11,0,90,,1,1,1353691321000.0,0,12639981,12639981,3,5,0,0,0.03669724770642202,14,0.0,7,3,0,0,0,0,0,0,0
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529590474005544960,5.295925157256274e+17,prince-toronto,529603473227395072,0,377385010.0,842564341,49,0,1,0,0,0,0,0,1,0,1415102282000.0,0,0,0,0,0,1,1,3740,0,3711,38,159,13,12,0,474,,1,0,1348441735000.0,0,6664410,6565259,0,2,0,0,0.02040816326530612,9,0.0,3,2,0,0,0,0,0,0,0
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529590474005544960,5.296034732273951e+17,prince-toronto,529604311849123840,0,842564341.0,377385010,70,0,1,0,0,0,0,0,1,0,1415102482000.0,0,0,0,0,1,0,1,1816,0,270,2,78,10,11,0,524,London,0,0,1316613656000.0,1,13080068,16777215,1,3,0,0,0.11428571428571428,11,0.0,7,1,0,1,0,1,0,0,0
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529590474005544960,5.2960431184912384e+17,prince-toronto,529604571229065216,0,377385010.0,842564341,56,0,1,0,0,0,0,0,1,0,1415102544000.0,0,0,0,0,0,0,0,3740,0,3711,38,159,13,12,0,474,,1,0,1348441735000.0,0,6664410,6565259,3,4,0,0,0.03571428571428571,8,0.0,3,1,1,0,0,0,0,0,0
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529590474005544960,5.296045712290652e+17,prince-toronto,529604880449945600,0,842564341.0,377385010,60,0,1,0,0,0,0,0,1,0,1415102617000.0,0,0,0,0,0,0,0,1816,0,270,2,78,10,11,0,524,London,0,0,1316613656000.0,1,13080068,16777215,0,2,0,0,0.05,10,0.0,6,0,0,0,0,0,0,0,0
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529590474005544960,5.296048804499456e+17,prince-toronto,529605077557067776,0,377385010.0,842564341,44,0,1,0,0,0,0,0,1,0,1415102664000.0,0,0,0,0,0,1,1,3740,0,3711,38,159,13,12,0,474,,1,0,1348441735000.0,0,6664410,6565259,0,4,0,0,0.06818181818181818,7,0.0,3,1,0,0,0,0,0,0,0
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529621484130828290,,prince-toronto,529621484130828290,1,,21252703,95,0,1,0,0,0,2,1,1,0,1415106576000.0,0,0,0,0,0,0,0,40708,0,1720,65,149,7,5,0,1162,Eastern Time (US & Canada),1,0,1234998167000.0,1,15658734,1250582,4,8,0,0,0.10526315789473684,15,0.0,8,1,1,0,0,0,0,0,0
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529627432996044801,,prince-toronto,529627432996044801,1,,501293202,116,0,0,1,0,1,12,8,0,0,1415107994000.0,0,0,0,0,0,0,0,26064,1,23142,292,34,7,14,0,1067,Eastern Time (US & Canada),1,0,1330043689000.0,1,16777215,14404274,1,9,0,0,0.11206896551724138,16,0.0,8,3,1,0,0,0,0,0,1
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529627432996044801,5.296274329960448e+17,prince-toronto,529629302825177088,0,501293202.0,331026320,38,0,1,0,0,0,0,0,1,0,1415108440000.0,0,0,0,0,0,1,1,8154,0,135,5,27,3,6,0,416,Eastern Time (US & Canada),1,0,1310050203000.0,1,13034222,13034222,0,3,0,0,0.05263157894736842,6,-0.0625,3,0,0,0,0,0,0,0,0
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529627432996044801,5.296274329960448e+17,prince-toronto,529630110702661633,0,501293202.0,133151405,138,0,2,1,0,0,0,2,2,0,1415108633000.0,0,0,0,0,0,0,0,50861,0,3236,105,67,14,11,0,3258,Quito,1,0,1271304334000.0,1,8559966,3483430,1,12,0,0,0.058823529411764705,17,0.0,9,3,1,0,0,0,0,0,1
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529627432996044801,5.296274329960448e+17,prince-toronto,529630887957495808,0,501293202.0,2191405329,140,0,1,1,0,1,0,1,1,0,1415108818000.0,0,0,0,0,0,0,0,1651,0,101,0,10,6,6,0,117,,1,0,1385130928000.0,1,16777215,12639981,1,15,0,0,0.07971014492753623,18,0.0,9,3,1,0,0,0,0,0,1
false,Prince will play a show at Massey Hall in Toronto on November 4,1,529627432996044801,5.296301107026616e+17,prince-toronto,529652899887206400,0,133151405.0,72648916,72,0,1,0,0,0,0,0,1,0,1415114066000.0,0,0,0,0,0,0,0,16798,0,791,41,58,8,11,0,262,Eastern Time (US & Canada),1,0,1252439597000.0,1,0,16777215,4,6,0,0,0.041666666666666664,8,0.35,5,2,0,0,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529627706057834496,,prince-toronto,529627706057834496,1,,291414445,111,0,0,0,1,0,17,7,0,0,1415108059000.0,0,0,0,0,0,0,0,3680,0,807,18,158,14,13,0,369,Eastern Time (US & Canada),0,0,1304294498000.0,1,0,15263976,4,12,1,2,0.07207207207207207,17,-0.6,7,5,1,2,0,0,1,0,1
false,Prince will play a show in Toronto on November 4,1,529627706057834496,5.296277060578345e+17,prince-toronto,529627938044805120,0,291414445.0,267219814,65,0,1,0,0,0,0,1,1,0,1415108115000.0,0,0,0,0,0,1,1,5590,0,258,5,129,17,7,0,271,Eastern Time (US & Canada),1,0,1300286758000.0,0,460292,16775382,1,3,0,0,0.046153846153846156,11,0.0,3,3,0,1,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529627706057834496,5.296279380448051e+17,prince-toronto,529628750083014657,0,267219814.0,291414445,21,0,1,0,0,1,0,0,1,0,1415108308000.0,0,0,0,0,0,0,0,3706,0,827,18,158,14,13,0,373,Eastern Time (US & Canada),0,0,1304294498000.0,1,0,15263976,0,1,0,0,0.14285714285714285,2,0.0,2,0,0,0,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529627706057834496,5.296277060578345e+17,prince-toronto,529629449009242112,0,291414445.0,291427994,76,0,2,0,0,1,0,0,2,0,1415108475000.0,0,0,0,0,0,0,0,38445,0,438,4,83,13,15,0,964,Eastern Time (US & Canada),1,1,1304296642000.0,1,12639981,12639981,3,5,1,0,0.44,7,0.0,5,0,0,0,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529627706057834496,5.296277060578345e+17,prince-toronto,529632397386842113,0,291414445.0,28540234,47,0,2,0,0,0,0,0,2,0,1415109178000.0,0,0,0,0,0,0,0,458,0,91,3,156,17,14,0,251,Eastern Time (US & Canada),1,0,1238756162000.0,1,6664410,6565259,0,3,0,0,0.0851063829787234,6,0.0,4,1,1,0,0,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529627706057834496,5.296277060578345e+17,prince-toronto,529655027707944960,0,291414445.0,291414445,42,0,1,0,0,0,0,0,1,0,1415114573000.0,0,0,0,0,0,1,1,3706,0,827,18,158,14,13,0,373,Eastern Time (US & Canada),0,0,1304294498000.0,1,0,15263976,0,2,0,0,0.0,7,0.0,1,2,1,1,1,0,0,0,0
false,Prince will play a show in Toronto on November 4,1,529627706057834496,5.2965502770794496e+17,prince-toronto,529661546767855616,0,291414445.0,251944136,34,0,1,0,0,0,0,1,1,0,1415116128000.0,0,0,0,0,0,1,1,2531,0,554,30,102,11,10,0,1056,Eastern Time (US & Canada),0,0,1297657988000.0,1,16777215,12639981,1,5,0,0,0.08823529411764706,4,0.0,4,0,0,0,0,0,0,0,0
